GAUGE	type	tone_sgn	base_x	base_y	head_x	head_y	plot_CD	draw_CD	wafer_CD	cost_wt	GroupName	Mask_size	CD	range_min	range_max	check_status	Model Error	Model CD	Error %	Through Cond. Error	ADI Model CD	ILS Result (1/um)	AI_CD	Gauge Center X	Gauge Center Y	Spec_error
Site_R27_C1	1D	1	1633554	6845667	1633554	6845583.9	201	83.1	65.37	1.5	pitch	pw	71	-2	2	1	-0.69	64.68	1.06	1.29	0	32.5539	68.5	0	0	0
Site_R27_C2	1D	1	1633554	6841527.1	1633554	6841443.8	211	83.3	61.28	1.5	pitch	pw	71	-2	2	1	-0.38	60.9	0.62	0.38	0	35.8687	66.13	0	0	0
Site_R27_C3	1D	1	1633554	6837387.9	1633554	6837303	221	84.9	60.86	1.5	pitch	pw	71	-2	2	1	0.22	61.08	0.36	0.77	0	37.9436	67.21	0	0	0
Site_R27_C4	1D	1	1633554	6833248.4	1633554	6833162.5	231	85.9	61.29	1.5	pitch	pw	71	-2	2	1	-0.007658	61.28	0.01	1.06	0	39.7832	68.13	0	0	0
Site_R27_C5	1D	1	1633554	6829108.1	1633554	6829022.7	251	85.4	60.29	1.5	pitch	pw	71	-2	2	1	0.06	60.35	0.1	1.46	0	42.2865	68.32	0	0	0
Site_R27_C6	1D	1	1633554	6824962	1633554	6824888.9	271	73.1	61.71	1.5	pitch	pw	71	-2	2	1	-1.76	59.95	2.85	1.16	0	38.6981	62.71	0	0	0
Site_R28_C1	1D	1	1638054	6845662	1638054	6845588.9	291	73.1	60.87	1.5	pitch	pw	71	-2	2	1	-0.25	60.62	0.41	0.82	0	36.244	65.27	0	0	0
Site_R28_C2	1D	1	1638054	6841522.5	1638054	6841448.4	311	74.1	62	1.5	pitch	pw	71	-2	2	1	-0.79	61.21	1.28	0.99	0	33.5422	67.06	0	0	0
Site_R28_C3	1D	1	1638054	6837383.4	1638054	6837307.5	331	75.9	60.52	1.5	pitch	pw	71	-2	2	1	0.13	60.65	0.21	0.67	0	32.7609	67.34	0	0	0
Site_R28_C4	1D	1	1638054	6833242.8	1638054	6833168.1	351	74.7	62.08	1.5	pitch	pw	71	-2	2	1	-2.76	59.32	4.44	2.2	0	37.9839	59.58	0	0	0.757878
Site_R28_C5	1D	1	1638054	6829102.2	1638054	6829028.8	371	73.4	62.98	1.5	pitch	pw	71	-2	2	1	-2.9	60.08	4.6	1.66	0	37.7632	61.32	0	0	0.896976
Site_R29_C1	1D	1	1642554	6845661.6	1642554	6845589.3	411	72.3	62.53	1	pitch	pw	71	-2	2	1	-2.38	60.15	3.8	2.05	0	36.6593	61.55	0	0	0.375839
Site_R29_C2	1D	1	1642554	6841521.9	1642554	6841449	441	72.9	61.73	1.5	pitch	pw	71	-2	2	1	-2.63	59.1	4.26	2.35	0	37.5168	60.32	0	0	0.630136
Site_R29_C4	1D	1	1642554	6833240.2	1642554	6833170.7	511	69.5	61.32	1.5	pitch	pw	71	-2	2	1	-0.8	60.52	1.3	1.29	0	35.8864	62.02	0	0	0
Site_R29_C5	1D	1	1642554	6829100.1	1642554	6829030.8	531	69.3	62.12	1.5	pitch	pw	71	-2	2	1	-1.93	60.19	3.11	1.36	0	36.063	61.61	0	0	0
Site_R29_C6	1D	1	1642554	6824959.8	1642554	6824891.1	571	68.7	61.51	1.5	pitch	pw	71	-2	2	1	-1.69	59.82	2.75	1.65	0	35.5925	61.08	0	0	0
Site_R30_C1	1D	1	1647054	6845660.6	1647054	6845590.3	621	70.3	62.06	1.5	pitch	pw	71	-2	2	1	-1.66	60.4	2.68	1.36	0	36.664	61.35	0	0	0
Site_R30_C2	1D	1	1647054	6841520.8	1647054	6841450.1	671	70.7	62.33	1.5	pitch	pw	71	-2	2	1	-1.91	60.42	3.07	1.91	0	37.326	61.64	0	0	0
Site_R30_C3	1D	1	1647054	6837380.4	1647054	6837310.5	771	69.9	62.91	1.5	pitch	pw	71	-2	2	1	-2.43	60.48	3.86	1.83	0	37.0242	61.65	0	0	0.430845
Site_R30_C4	1D	1	1647054	6833240.4	1647054	6833170.5	871	69.9	61.75	1.5	pitch	pw	71	-2	2	1	-1.63	60.12	2.64	1.39	0	37.1095	61.26	0	0	0
Site_R30_C5	1D	1	1647054	6829100.6	1647054	6829030.3	1071	70.3	62.08	1.5	pitch	pw	71	-2	2	1	-1.84	60.24	2.97	1.6	0	37.1938	61.33	0	0	0
Site_R30_C6	1D	1	1647054	6824960.6	1647054	6824890.3	1271	70.3	61.61	1.5	pitch	pw	71	-2	2	1	-1.22	60.39	1.99	1.08	0	37.2171	61.43	0	0	0
Site_R133_C3	1D	1	2110554	6837309.6	2110554	6837380.4	150	70.8	82.22	1	pitch_2x	1D	80	-2	2	1	-1.02	81.2	1.24	1.02	0	20.2528	74.64	0	0	0
Site_R133_C4	1D	1	2110550	6833705	2110550	6832705	155	81	82.65	1	pitch_2x	vrf	80	-2	2	1	-1.47	81.18	1.78	1.47	0	20.4516	74.98	0	0	0
Site_R133_C6	1D	1	2110550	6825425	2110550	6824425	165	81	94.32	1	pitch_2x	vrf	80	-2	2	1	-14.2	80.12	15.05	14.2	0	21.7397	75.3	0	0	12.1988
Site_R134_C1	1D	1	2115054	6845585.9	2115054	6845664.1	170	78.2	81.3	1	pitch_2x	1D	80	-2	2	1	-1.61	79.69	1.99	1.61	0	22.7447	75.72	0	0	0
Site_R134_C2	1D	1	2115054	6841525.9	2115054	6841444.1	180	81.8	78.64	1	pitch_2x	1D	80	-2	2	1	-1.58	77.06	2.01	1.58	0	25.5705	75.36	0	0	0
Site_R134_C3	1D	1	2115054	6837301.4	2115054	6837388.6	200	87.2	73.28	1	pitch_2x	1D	80	-2	2	1	-0.38	72.9	0.52	0.38	0	30.9448	75.46	0	0	0
Site_R134_C4	1D	1	2115050	6833705	2115050	6832705	220	70	68.9	1	pitch_2x	vrf	80	-2	2	1	0.54	69.44	0.78	0.54	0	35.4783	74.71	0	0	0
Site_R134_C5	1D	1	2115050	6829565	2115050	6828565	240	70	69.53	1	pitch_2x	vrf	80	-2	2	1	-0.3	69.23	0.43	0.3	0	38.6463	76.09	0	0	0
Site_R134_C6	1D	1	2115054	6824878.8	2115054	6824971.1	260	92.3	68.64	1	pitch_2x	1D	80	-2	2	1	-0.35	68.29	0.5	0.35	0	40.3951	76.1	0	0	0
Site_R135_C1	1D	1	2119550	6846125	2119550	6845125	290	67	67.24	1	pitch_2x	vrf	80	-2	2	1	-0.22	67.02	0.32	0.22	0	40.3009	75.81	0	0	0
Site_R135_C2	1D	1	2119554	6841528.8	2119554	6841441.2	320	87.6	66	1	pitch_2x	1D	80	-2	2	1	-0.58	65.42	0.88	0.58	0	38.6711	73.79	0	0	0
Site_R135_C3	1D	1	2119550	6837845	2119550	6836845	340	66	66.14	1	pitch_2x	vrf	80	-2	2	1	-1.37	64.77	2.07	1.37	0	38.4438	72.8	0	0	0
Site_R135_C4	1D	1	2119550	6833705	2119550	6832705	360	66	65.78	1	pitch_2x	vrf	80	-2	2	1	-0.92	64.86	1.41	0.92	0	38.5931	72.83	0	0	0
Site_R135_C5	1D	1	2119554	6829109	2119554	6829021	400	88	65.9	1	pitch_2x	1D	80	-2	2	1	-0.81	65.09	1.23	0.81	0	38.6258	73.72	0	0	0
Site_R135_C6	1D	1	2119550	6825425	2119550	6824425	420	65	65.15	1	pitch_2x	vrf	80	-2	2	1	-0.07	65.08	0.1	0.07	0	38.883	73.75	0	0	0
Site_R136_C1	1D	1	2124050	6846125	2124050	6845125	460	65	64.82	1	pitch_2x	vrf	80	-2	2	1	-0.31	64.51	0.47	0.31	0	39.4846	73.33	0	0	0
Site_R136_C2	1D	1	2124050	6841985	2124050	6840985	520	64	63.85	1	pitch_2x	vrf	80	-2	2	1	-0.62	63.23	0.98	0.62	0	39.9556	71.86	0	0	0
Site_R136_C3	1D	1	2124054	6837303.7	2124054	6837386.3	580	82.6	63.95	1	pitch_2x	1D	80	-2	2	1	-0.55	63.4	0.87	0.55	0	40.1486	71.89	0	0	0
Site_R136_C4	1D	1	2124050	6833705	2124050	6832705	680	64	63.98	1	pitch_2x	vrf	80	-2	2	1	-0.35	63.63	0.55	0.35	0	39.98	71.93	0	0	0
Site_R136_C5	1D	1	2124050	6829565	2124050	6828565	880	64	64.85	1	pitch_2x	vrf	80	-2	2	1	-0.92	63.93	1.42	0.92	0	40.0837	72.32	0	0	0
Site_R136_C6	1D	1	2124054	6824883.2	2124054	6824966.8	1280	83.6	89.54	-1	pitch_2x	1D	80	-2	2	1	0	0	0	0	0	0	0	0	0	
Site_R137_C1	1D	1	2128554	6845577.8	2128554	6845672.2	180	94.4	110.15	1	pitch_3x	1D	120	-2	2	1	-0.41	109.74	0.37	0.41	0	16.4632	100.95	0	0	0
Site_R137_C2	1D	1	2128554	6841535.4	2128554	6841434.6	190	100.8	110.47	1	pitch_3x	1D	120	-2.016	2.016	1	-0.18	110.29	0.16	0.18	0	22.2157	104.39	0	0	0
Site_R137_C3	1D	1	2128554	6837290.7	2128554	6837399.3	200	108.6	115.14	1	pitch_3x	1D	120	-2.172	2.172	1	-0.16	114.98	0.14	0.16	0	27.0301	111.24	0	0	0
Site_R137_C4	1D	1	2128554	6833263.4	2128554	6833146.6	220	116.8	111.92	1	pitch_3x	1D	120	-2.336	2.336	1	1.05	112.97	0.94	1.05	0	33.5487	113.56	0	0	0
Site_R137_C6	1D	1	2128554	6824985	2128554	6824865.1	320	119.9	104.31	1	pitch_3x	1D	120	-2.398	2.398	1	-0.84	103.47	0.8	0.84	0	44.362	112.14	0	0	0
Site_R138_C1	1D	1	2133054	6845565.7	2133054	6845684.3	370	118.6	103.1	1	pitch_3x	1D	120	-2.372	2.372	1	-1.84	101.26	1.79	1.84	0	37.6546	110.17	0	0	0
Site_R138_C2	1D	1	2133054	6841544.2	2133054	6841425.8	420	118.4	103.39	1	pitch_3x	1D	120	-2.368	2.368	1	-1.21	102.18	1.17	1.21	0	40.5865	111.31	0	0	0
Site_R138_C3	1D	1	2133054	6837287.5	2133054	6837402.5	520	115	102.31	1	pitch_3x	1D	120	-2.3	2.3	1	-1.15	101.16	1.13	1.15	0	40.5	110.76	0	0	0
Site_R138_C6	1D	1	2133054	6824869.6	2133054	6824980.5	120	110.9	98.4	1	pitch_3x	1D	120	-2.218	2.218	1	-0.45	97.95	0.46	0.45	0	39.6706	107	0	0	0
Site_R139_C1	1D	1	2137550	6846125	2137550	6845125	220	141.2	149.3	1	pitch_4x	1D	160	-2.824	2.824	1	0.87	150.17	0.58	0.87	0	29.3545	145.92	0	0	0
Site_R139_C2	1D	1	2137550	6841985	2137550	6840985	225	143.4	150.3	1	pitch_4x	1D	160	-2.868	2.868	1	0.19	150.49	0.12	0.19	0	30.3291	146.82	0	0	0
Site_R139_C5	1D	1	2137550	6829565	2137550	6828565	240	151	153.83	1	pitch_4x	1D	160	-3.02	3.02	1	-0.15	153.68	0.1	0.15	0	31.8256	151.37	0	0	0
Site_R139_C6	1D	1	2137550	6825425	2137550	6824425	245	153	152.62	1	pitch_4x	1D	160	-3.06	3.06	1	1.27	153.89	0.83	1.27	0	32.5238	152.21	0	0	0
Site_R140_C1	1D	1	2142054	6845700.9	2142054	6845549.1	250	151.8	151.53	1	pitch_4x	1D	160	-3.036	3.036	1	-1.12	150.41	0.74	1.12	0	30.6609	148.87	0	0	0
Site_R140_C2	1D	1	2142054	6841561.9	2142054	6841408.1	260	153.8	149.66	1	pitch_4x	1D	160	-3.076	3.076	1	-1.94	147.72	1.3	1.94	0	33.4351	148.27	0	0	0
Site_R140_C3	1D	1	2142054	6837266.7	2142054	6837423.3	280	156.6	144.12	1	pitch_4x	1D	160	-3.132	3.132	1	-0.28	143.84	0.19	0.28	0	36.4362	147.73	0	0	0
Site_R140_C4	1D	1	2142054	6833284.3	2142054	6833125.7	300	158.6	141.18	1	pitch_4x	1D	160	-3.172	3.172	1	-1	140.18	0.71	1	0	39.2819	145.64	0	0	0
Site_R140_C5	1D	1	2142054	6829145.7	2142054	6828984.3	320	161.4	142.15	1	pitch_4x	1D	160	-3.228	3.228	1	-1.97	140.18	1.38	1.97	0	42.2363	146.4	0	0	0
Site_R141_C1	1D	1	2146554	6845703	2146554	6845547	370	156	139.55	1	pitch_4x	1D	160	-3.12	3.12	1	-1.64	137.91	1.18	1.64	0	43.3866	146.67	0	0	0
Site_R141_C2	1D	1	2146554	6841562.4	2146554	6841407.6	400	154.8	138.64	1	pitch_4x	1D	160	-3.096	3.096	1	-2.32	136.32	1.68	2.32	0	43.1736	144.85	0	0	0
Site_R141_C3	1D	1	2146554	6837267.6	2146554	6837422.4	420	154.8	137.89	1	pitch_4x	1D	160	-3.096	3.096	1	-1.28	136.61	0.93	1.28	0	44.1009	145.06	0	0	0
Site_R141_C4	1D	1	2146554	6833282.3	2146554	6833127.7	440	154.6	137.57	1	pitch_4x	1D	160	-3.092	3.092	1	-0.72	136.85	0.52	0.72	0	43.7736	145.57	0	0	0
Site_R141_C5	1D	1	2146554	6829141.8	2146554	6828988.2	480	153.6	137.64	1	pitch_4x	1D	160	-3.072	3.072	1	-1.78	135.86	1.29	1.78	0	43.4853	144.99	0	0	0
Site_R142_C1	1D	1	2151054	6845700.8	2151054	6845549.2	540	151.6	137.62	1	pitch_4x	1D	160	-3.032	3.032	1	-1.12	136.5	0.82	1.12	0	44.8643	145.86	0	0	0
Site_R142_C2	1D	1	2151054	6841558.9	2151054	6841411.1	600	147.8	136.25	1	pitch_4x	1D	160	-2.956	2.956	1	-1.39	134.86	1.02	1.39	0	44.6944	143.95	0	0	0
Site_R142_C3	1D	1	2151054	6837271.4	2151054	6837418.6	660	147.2	136.86	1	pitch_4x	1D	160	-2.944	2.944	1	-1.71	135.15	1.25	1.71	0	44.3687	144.06	0	0	0
Site_R142_C4	1D	1	2151054	6833131.1	2151054	6833278.9	760	147.8	136.38	1	pitch_4x	1D	160	-2.956	2.956	1	-1.42	134.96	1.04	1.42	0	44.415	143.83	0	0	0
Site_R142_C5	1D	1	2151054	6828991.8	2151054	6829138.2	960	146.4	135.41	1	pitch_4x	1D	160	-2.928	2.928	1	-2.85	132.56	2.11	2.85	0	44.6865	141.38	0	0	0.142417
Site_R142_C6	1D	1	2151054	6824851.8	2151054	6824998.2	160	146.4	133.69	1	pitch_4x	1D	160	-2.928	2.928	1	-0.33	133.36	0.24	0.33	0	44.7013	142.24	0	0	0
Site_R143_C1	1D	1	2155550	6846125	2155550	6845125	260	173.4	188.22	1	pitch_5x	1D	200	-3.468	3.468	1	-3.39	184.83	1.8	3.39	0	22.3855	178.9	0	0	0
Site_R143_C2	1D	1	2155550	6841985	2155550	6840985	270	177.8	188.96	1	pitch_5x	1D	200	-3.556	3.556	1	-4.42	184.54	2.34	4.42	0	24.7012	179.91	0	0	0.644435
Site_R143_C3	1D	1	2155550	6837845	2155550	6836845	280	183.6	191.71	1	pitch_5x	1D	200	-3.672	3.672	1	-3.4	188.31	1.78	3.4	0	25.0538	184.22	0	0	0
Site_R143_C4	1D	1	2155554	6833110.6	2155554	6833299.4	300	188.8	185.66	1	pitch_5x	1D	200	-3.776	3.776	1	-0.44	185.22	0.24	0.44	0	30.6024	185.03	0	0	0
Site_R143_C5	1D	1	2155554	6829162.3	2155554	6828967.7	350	194.6	177.64	1	pitch_5x	1D	200	-3.892	3.892	1	-1.42	176.22	0.8	1.42	0	35.8308	182.41	0	0	0
Site_R143_C6	1D	1	2155554	6825021.9	2155554	6824828.1	400	193.8	176.5	1	pitch_5x	1D	200	-3.876	3.876	1	-0.1	176.4	0.06	0.1	0	43.2705	185.22	0	0	0
Site_R144_C1	1D	1	2160054	6845529.2	2160054	6845720.8	450	191.6	176.51	1	pitch_5x	1D	200	-3.832	3.832	1	-2.01	174.5	1.14	2.01	0	39.176	183.87	0	0	0
Site_R144_C2	1D	1	2160054	6841580.5	2160054	6841389.5	500	191	175.8	1	pitch_5x	1D	200	-3.82	3.82	1	-0.96	174.84	0.55	0.96	0	40.9916	184.29	0	0	0
Site_R144_C3	1D	1	2160054	6837251.4	2160054	6837438.6	600	187.2	175.8	1	pitch_5x	1D	200	-3.744	3.744	1	-1.36	174.44	0.77	1.36	0	41.523	184.22	0	0	0
Site_R144_C4	1D	1	2160054	6833113.2	2160054	6833296.8	800	183.6	173.42	1	pitch_5x	1D	200	-3.672	3.672	1	-2.44	170.98	1.41	2.44	0	41.2728	180.17	0	0	0
Site_R144_C5	1D	1	2160054	6828973.3	2160054	6829156.7	1000	183.4	172.27	1	pitch_5x	1D	200	-3.668	3.668	1	-2.49	169.78	1.44	2.49	0	41.0292	178.92	0	0	0
Site_R145_C1	2D	1	2164550	6846125	2164550	6845125	300	204.6	222.08	1	pitch_6x	1D	240	-10.23	10.23	1	-2.48	219.6	1.12	2.48	0	17.9573	212.22	0	0	0
Site_R145_C2	1D	1	2164554	6841595.3	2164554	6841374.7	330	220.6	226.58	1	pitch_6x	1D	240	-4.412	4.412	1	-2.65	223.93	1.17	2.65	0	27.7654	221.38	0	0	0
Site_R145_C3	1D	1	2164554	6837230.5	2164554	6837459.5	390	229	214.88	1	pitch_6x	1D	240	-4.58	4.58	1	-3.37	211.51	1.57	3.37	0	38.9103	217.74	0	0	0
Site_R145_C4	1D	1	2164554	6833092.6	2164554	6833317.4	540	224.8	212.28	1	pitch_6x	1D	240	-4.496	4.496	1	-0.81	211.47	0.38	0.81	0	42.8674	221.12	0	0	0
Site_R145_C5	1D	1	2164554	6828956.1	2164554	6829173.9	740	217.8	210.17	1	pitch_6x	1D	240	-4.356	4.356	1	-1.66	208.51	0.79	1.66	0	42.5558	217.93	0	0	0
Site_R145_C6	1D	1	2164554	6824816.4	2164554	6825033.6	240	217.2	207.9	1	pitch_6x	1D	240	-4.344	4.344	1	-1.16	206.74	0.56	1.16	0	42.397	216.07	0	0	0
Site_R146_C1	2D	1	2169054	6845663.5	2169054	6845586.5	380	77	296.48	1	pitch_8x	1D	320	-5	5	1	-2.76	293.72	0.93	2.76	0	22.889	287.31	0	0	0
Site_R146_C2	1D	1	2169054	6841631.3	2169054	6841338.7	410	292.6	298.6	1	pitch_8x	1D	320	-5.852	5.852	1	-2.92	295.68	0.98	2.92	0	29.84	293.67	0	0	0
Site_R146_C3	1D	1	2169054	6837194.3	2169054	6837495.7	470	301.4	286.06	1	pitch_8x	1D	320	-6.028	6.028	1	-1.56	284.5	0.54	1.56	0	39.6286	291.15	0	0	0
Site_R1_C4	2D	1	1516554	6833236.1	1516554	6833173.9	130	62.2	71.49	1	pitch11	1D	70	-5	5	1	2.56	74.05	3.59	2.56	0	21.8285	67.72	0	0	0.564292
Site_R148_C5	2D	1	2178054	6829095.6	2178054	6829035.3	131	60.3	73.66	1	pitch11	1D	71	-5	5	1	0.49	74.15	0.67	0.49	0	22.3984	68.02	0	0	0
Site_R149_C5	2D	1	2182554	6829097.1	2182554	6829033.8	131	63.3	73.19	1	pitch11	1D	71	-5	5	1	2.43	75.62	3.33	2.43	0	21.5386	69.07	0	0	0.43446
Site_R150_C5	2D	1	2187054	6829096.9	2187054	6829034	131	62.9	73.32	1	pitch11	1D	71	-5	5	1	1.81	75.13	2.46	1.81	0	21.7551	68.68	0	0	0
Site_R151_C5	2D	1	2191550	6829565	2191550	6828565	150	81	82.24	1	pitch11	vrf	80	-5	5	1	-0.35	81.89	0.43	0.35	0	20.7068	75.43	0	0	0
Site_R152_C5	2D	1	2196050	6829565	2196050	6828565	150	81	81.88	1	pitch11	vrf	80	-5	5	1	0.56	82.44	0.68	0.56	0	20.0634	75.68	0	0	0
Site_R148_C1	2D	1	2178054	6845654.3	2178054	6845596.6	131	57.7	70.7	1	pitch3	1D	71	-5	5	1	1.49	72.19	2.1	1.49	0	19.4699	65.99	0	0	0
Site_R149_C1	2D	1	2182554	6845655.9	2182554	6845595	131	60.9	70.12	1	pitch3	1D	71	-5	5	1	2.71	72.83	3.86	2.71	0	18.4033	66.26	0	0	0.706448
Site_R150_C1	2D	1	2187054	6845655.7	2187054	6845595.2	131	60.5	70.38	1	pitch3	1D	71	-5	5	1	2.07	72.45	2.94	2.07	0	18.7168	66	0	0	0.0660154
Site_R151_C1	2D	1	2191550	6846125	2191550	6845125	150	81	80.97	1	pitch3	vrf	80	-5	5	1	-1.61	79.36	1.99	1.61	0	19.9516	73.47	0	0	0
Site_R152_C1	2D	1	2196050	6846125	2196050	6845125	150	81	79.72	1	pitch3	vrf	80	-5	5	1	0.14	79.86	0.18	0.14	0	18.9159	73.59	0	0	0
Site_R153_C1	2D	1	2200550	6846125	2200550	6845125	150	81	81.59	1	pitch3	vrf	80	-5	5	1	-2.1	79.49	2.58	2.1	0	19.1427	73.32	0	0	0.104013
Site_R154_C1	2D	1	2205054	6845664	2205054	6845586.9	191	77.1	67.69	1	pitch3	1D	71	-5	5	1	-2.11	65.58	3.12	2.11	0	30.3231	67.96	0	0	0.113456
Site_R1_C1	2D	1	1516550	6845685.95	1516550	6845564.15	130	60.9	71.42	1	pitch5	1D	70	-5	5	1	1.29	72.71	1.8	1.29	0	21.7178	66.51	0	0	0
Site_R148_C2	2D	1	2178054	6841515	2178054	6841455.9	131	59.1	74.39	1	pitch5	1D	71	-5	5	1	-0.75	73.64	1.01	0.75	0	22.0443	67.48	0	0	0
Site_R150_C2	2D	1	2187054	6841516.2	2187054	6841454.7	131	61.5	72.72	1	pitch5	1D	71	-5	5	1	0.92	73.64	1.27	0.92	0	21.5453	67.32	0	0	0
Site_R151_C2	2D	1	2191550	6841985	2191550	6840985	150	81	82.47	1	pitch5	vrf	80	-5	5	1	-1.74	80.73	2.11	1.74	0	20.8935	74.45	0	0	0
Site_R153_C2	2D	1	2200550	6841985	2200550	6840985	150	81	82.64	1	pitch5	vrf	80	-5	5	1	-1.82	80.82	2.2	1.82	0	20.2028	74.25	0	0	0
Site_R1_C6	1D	1	1516554	6824894.8	1516554	6824955.2	130	60.4	62.33	1	pitch7	1D	60	-2	2	1	2.82	65.15	4.53	2.82	0	26.1296	60.79	0	0	0.822126
Site_R148_C3	2D	1	2178054	6837375.9	2178054	6837315	131	60.9	74.29	1	pitch7	1D	71	-5	5	1	0.35	74.64	0.48	0.35	0	22.5308	68.5	0	0	0
Site_R150_C3	2D	1	2187054	6837377.5	2187054	6837313.4	131	64.1	75	1	pitch7	1D	71	-5	5	1	0.41	75.41	0.55	0.41	0	22.1531	69.05	0	0	0
Site_R151_C3	2D	1	2191550	6837845	2191550	6836845	150	81	83.56	1	pitch7	vrf	80	-5	5	1	-1.79	81.77	2.15	1.79	0	20.8903	75.38	0	0	0
Site_R154_C3	2D	1	2205054	6837385.2	2205054	6837305.7	191	79.5	66.88	1	pitch7	1D	71	-5	5	1	-2.61	64.27	3.9	2.61	0	30.4514	67.05	0	0	0.608581
Site_R1_C3	2D	1	1516554	6837376.2	1516554	6837313.9	130	62.3	72.69	1	pitch9	1D	70	-5	5	1	2.14	74.83	2.94	2.14	0	21.8381	68.4	0	0	0.138639
Site_R148_C4	2D	1	2178054	6833235.2	2178054	6833175.7	131	59.5	76.5	1	pitch9	1D	71	-5	5	1	-1.67	74.83	2.18	1.67	0	22.2246	68.58	0	0	0
Site_R149_C4	2D	1	2182554	6833237.1	2182554	6833173.8	131	63.3	74.91	1	pitch9	1D	71	-5	5	1	1.46	76.37	1.95	1.46	0	21.4504	69.72	0	0	0
Site_R150_C4	2D	1	2187054	6833236.9	2187054	6833174	131	62.9	76.95	1	pitch9	1D	71	-5	5	1	-1.38	75.57	1.79	1.38	0	21.759	69.08	0	0	0
Site_R151_C4	2D	1	2191550	6833705	2191550	6832705	150	81	82.48	1	pitch9	vrf	80	-5	5	1	-1.24	81.24	1.5	1.24	0	20.6779	74.83	0	0	0
Site_R154_C4	2D	1	2205054	6833245.2	2205054	6833165.7	191	79.5	67.07	1	pitch9	1D	71	-5	5	1	-2.71	64.36	4.04	2.71	0	30.4168	67.19	0	0	0.707418
Site_R1_C5	2D	1	1516554	6829096.1	1516554	6829033.9	130	62.2	72.56	1	pitchFill	1D	70	-5	5	1	1.46	74.02	2.01	1.46	0	21.9564	67.74	0	0	0
Site_R148_C6	2D	1	2178054	6824955.6	2178054	6824895.3	131	60.3	75.12	1	pitchFill	1D	71	-5	5	1	-1.09	74.03	1.45	1.09	0	22.3841	67.92	0	0	0
Site_R149_C6	2D	1	2182554	6824957.1	2182554	6824893.8	131	63.3	74.31	1	pitchFill	1D	71	-5	5	1	1.19	75.5	1.6	1.19	0	21.61	68.99	0	0	0
Site_R150_C6	2D	1	2187054	6824956.9	2187054	6824894	131	62.9	73.85	1	pitchFill	1D	71	-5	5	1	1.46	75.31	1.97	1.46	0	21.7762	68.85	0	0	0
Site_R151_C6	2D	1	2191550	6825425	2191550	6824425	150	81	81.28	1	pitchFill	vrf	80	-5	5	1	-0.33	80.95	0.4	0.33	0	20.7847	74.62	0	0	0
Site_R10_C1	1D	1	1557050	6846125	1557050	6845125	165	90	76.93	1	pw_ln	vrf	75	-2	2	1	-1.35	75.58	1.75	1.35	0	22.8138	71.81	0	0	0
Site_R10_C2	1D	1	1557050	6841985	1557050	6840985	225	79	63.94	1	pw_ln	vrf	75	-2	2	1	0.88	64.82	1.38	0.88	0	37.6083	70.94	0	0	0
Site_R10_C3	1D	1	1557050	6837845	1557050	6836845	275	76	62.67	1	pw_ln	vrf	75	-2	2	1	-0.3	62.37	0.48	0.3	0	41.9128	70.98	0	0	0
Site_R10_C4	1D	1	1557050	6833705	1557050	6832705	375	75	61.76	1	pw_ln	vrf	75	-2	2	1	-1.03	60.73	1.67	1.03	0	39.2292	69.17	0	0	0
Site_R10_C5	1D	1	1557050	6829565	1557050	6828565	575	73	61.91	1	pw_ln	vrf	75	-2	2	1	-2.76	59.15	4.45	2.76	0	35.7419	60.42	0	0	0.757687
Site_R10_C6	1D	1	1557050	6825425	1557050	6824425	1275	71	60.45	1	pw_ln	vrf	75	-2	2	1	-0.67	59.78	1.1	0.67	0	37.4319	60.89	0	0	0
Site_R11_C1	1D	1	1561554	6845581.8	1561554	6845668.2	180	86.4	86.8	1	pw_ln	1D	90	-2	2	1	0.75	87.55	0.87	0.75	0	23.0239	83.41	0	0	0
Site_R11_C2	1D	1	1561554	6841435.3	1561554	6841534.6	240	99.3	77.87	1	pw_ln	1D	90	-2	2	1	0.35	78.22	0.45	0.35	0	36.5782	84.63	0	0	0
Site_R11_C3	1D	1	1561554	6837296.6	1561554	6837393.4	290	96.8	75.35	1	pw_ln	1D	90	-2	2	1	1.02	76.37	1.35	1.02	0	39.9611	85.01	0	0	0
Site_R11_C4	1D	1	1561554	6833156.9	1561554	6833253.1	390	96.2	74.99	1	pw_ln	1D	90	-2	2	1	0.41	75.4	0.54	0.41	0	37.7473	83.89	0	0	0
Site_R11_C5	1D	1	1561554	6829109.8	1561554	6829020.2	590	89.6	72.02	1	pw_ln	1D	90	-2	2	1	0.36	72.38	0.5	0.36	0	38.7953	80.84	0	0	0
Site_R12_C1	1D	1	1566054	6845577.4	1566054	6845672.6	190	95.2	95.5	1	pw_ln	1D	100	-2	2	1	1.51	97.01	1.58	1.51	0	24.9619	93.53	0	0	0
Site_R12_C2	1D	1	1566054	6841538.2	1566054	6841431.8	250	106.4	86.09	1	pw_ln	1D	100	-2.128	2.128	1	0.16	86.25	0.18	0.16	0	36.1148	93.05	0	0	0
Site_R12_C3	1D	1	1566054	6837293.3	1566054	6837396.7	300	103.4	85.07	1	pw_ln	1D	100	-2.068	2.068	1	-0.23	84.84	0.27	0.23	0	40.2456	93.63	0	0	0
Site_R12_C4	1D	1	1566054	6833256.4	1566054	6833153.6	400	102.8	83.64	1	pw_ln	1D	100	-2.056	2.056	1	0.39	84.03	0.46	0.39	0	38.2322	92.74	0	0	0
